firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Dubya,Bush,17,5,1,1,24,2015-04-29,Fremont Firebugs,11,Tacoma Touchdown-Scorers,35
Rutherford,Hayes,7,2,1,0,10,2015-04-29,Fremont Firebugs,11,Tacoma Touchdown-Scorers,35
Dubya,Bush,18,6,1,1,23,2015-05-06,Fremont Firebugs,19,Glendale Centers,20
Rutherford,Hayes,8,1,1,1,3,2015-05-06,Fremont Firebugs,19,Glendale Centers,20
Dubya,Bush,28,10,1,1,49,2015-05-13,Fremont Firebugs,18,Des Moines Desperadoes,30
Dubya,Bush,22,4,1,1,18,2015-05-20,Fremont Firebugs,8,Augusta Autocrats,23
Rutherford,Hayes,9,2,1,0,7,2015-05-20,Fremont Firebugs,8,Augusta Autocrats,23
Dubya,Bush,25,7,1,0,34,2015-05-27,Fremont Firebugs,7,Grand Rapids Gamers,16
Dubya,Bush,30,8,1,1,29,2015-06-03,Fremont Firebugs,17,Huntington Beach Harriers,38
Dubya,Bush,38,10,1,1,50,2015-06-10,Fremont Firebugs,11,Mobile Misfits,7
Dubya,Bush,34,7,1,1,33,2015-06-17,Fremont Firebugs,19,Boise Bearcats,30
Rutherford,Hayes,2,0,1,0,0,2015-06-17,Fremont Firebugs,19,Boise Bearcats,30
Dubya,Bush,27,4,1,1,19,2015-06-24,Fremont Firebugs,19,Modesto Misanthropes,0
Rutherford,Hayes,11,3,1,1,13,2015-06-24,Fremont Firebugs,19,Modesto Misanthropes,0
Millard,Fillmore,29,21,0,4,287,2015-03-18,Montgomery Music,34,Spokane Stallions,13
James,Madison,4,2,0,0,30,2015-03-18,Montgomery Music,34,Spokane Stallions,13
Millard,Fillmore,25,18,0,3,271,2015-03-25,Montgomery Music,35,Richmond Roustabouts,13
James,Madison,9,6,0,2,97,2015-03-25,Montgomery Music,35,Richmond Roustabouts,13
Millard,Fillmore,23,16,0,5,305,2015-04-01,Montgomery Music,54,Yonkers Yellowjackets,37
James,Madison,6,4,0,1,61,2015-04-01,Montgomery Music,54,Yonkers Yellowjackets,37
Millard,Fillmore,26,18,0,5,304,2015-04-08,Montgomery Music,36,Shreveport Seamen,28
Millard,Fillmore,22,15,0,3,264,2015-04-15,Montgomery Music,43,San Bernardino Stalkers,31
James,Madison,11,8,0,2,132,2015-04-15,Montgomery Music,43,San Bernardino Stalkers,31
Millard,Fillmore,19,12,0,4,222,2015-04-22,Montgomery Music,37,Tacoma Touchdown-Scorers,14
James,Madison,7,4,0,1,52,2015-04-22,Montgomery Music,37,Tacoma Touchdown-Scorers,14
Millard,Fillmore,24,18,0,4,304,2015-04-29,Montgomery Music,36,Glendale Centers,9
James,Madison,7,4,0,1,66,2015-04-29,Montgomery Music,36,Glendale Centers,9
Millard,Fillmore,23,17,0,3,237,2015-05-06,Montgomery Music,43,Des Moines Desperadoes,35
James,Madison,14,8,0,2,133,2015-05-06,Montgomery Music,43,Des Moines Desperadoes,35
Millard,Fillmore,29,24,0,5,402,2015-05-13,Montgomery Music,35,Augusta Autocrats,20
Millard,Fillmore,23,17,0,4,275,2015-05-20,Montgomery Music,47,Grand Rapids Gamers,14
James,Madison,6,4,0,1,51,2015-05-20,Montgomery Music,47,Grand Rapids Gamers,14
Millard,Fillmore,33,25,0,7,467,2015-05-27,Montgomery Music,60,Huntington Beach Harriers,17
Millard,Fillmore,26,18,0,5,309,2015-06-03,Montgomery Music,47,Mobile Misfits,24
Millard,Fillmore,29,22,0,4,296,2015-06-10,Montgomery Music,29,Boise Bearcats,44
Millard,Fillmore,35,28,0,5,432,2015-06-17,Montgomery Music,45,Modesto Misanthropes,9
Millard,Fillmore,23,19,0,5,310,2015-06-24,Montgomery Music,49,Fremont Firebugs,27
James,Madison,6,4,0,1,55,2015-06-24,Montgomery Music,49,Fremont Firebugs,27
Gerry,Ford,27,10,1,1,80,2015-03-18,Spokane Stallions,9,Richmond Roustabouts,10
Gerry,Ford,38,13,1,1,107,2015-03-25,Spokane Stallions,9,Yonkers Yellowjackets,7
Gerry,Ford,25,12,1,1,104,2015-04-01,Spokane Stallions,13,Shreveport Seamen,37
Gerry,Ford,34,14,1,0,101,2015-04-08,Spokane Stallions,6,San Bernardino Stalkers,23
Gerry,Ford,24,9,1,0,57,2015-04-15,Spokane Stallions,4,Tacoma Touchdown-Scorers,23
Bill,Clinton,2,1,0,0,8,2015-04-15,Spokane Stallions,4,Tacoma Touchdown-Scorers,23
Gerry,Ford,36,14,1,1,123,2015-04-22,Spokane Stallions,8,Glendale Centers,24
Gerry,Ford,37,18,1,0,119,2015-04-29,Spokane Stallions,6,Des Moines Desperadoes,41
Bill,Clinton,1,0,0,0,0,2015-04-29,Spokane Stallions,6,Des Moines Desperadoes,41
Gerry,Ford,23,9,1,0,71,2015-05-06,Spokane Stallions,19,Augusta Autocrats,37
Bill,Clinton,12,6,0,1,49,2015-05-06,Spokane Stallions,19,Augusta Autocrats,37
Gerry,Ford,35,17,1,1,112,2015-05-13,Spokane Stallions,9,Grand Rapids Gamers,24
Bill,Clinton,3,1,0,0,10,2015-05-13,Spokane Stallions,9,Grand Rapids Gamers,24
Gerry,Ford,29,9,1,1,58,2015-05-20,Spokane Stallions,10,Huntington Beach Harriers,38
Gerry,Ford,22,7,1,0,62,2015-05-27,Spokane Stallions,19,Mobile Misfits,30
Bill,Clinton,5,2,0,1,16,2015-05-27,Spokane Stallions,19,Mobile Misfits,30
Gerry,Ford,27,9,1,1,63,2015-06-03,Spokane Stallions,17,Boise Bearcats,16
Gerry,Ford,34,11,1,1,84,2015-06-10,Spokane Stallions,17,Modesto Misanthropes,9
Gerry,Ford,35,17,1,1,142,2015-06-17,Spokane Stallions,8,Fremont Firebugs,44
Bill,Clinton,2,0,0,0,0,2015-06-17,Spokane Stallions,8,Fremont Firebugs,44
Gerry,Ford,35,14,1,0,93,2015-06-24,Spokane Stallions,6,Montgomery Music,17
Jack,Kennedy,21,6,1,0,33,2015-03-18,Richmond Roustabouts,17,Yonkers Yellowjackets,30
Sam,Grant,12,3,1,1,16,2015-03-18,Richmond Roustabouts,17,Yonkers Yellowjackets,30
Jack,Kennedy,37,9,1,1,50,2015-03-25,Richmond Roustabouts,8,Shreveport Seamen,34
Jack,Kennedy,35,10,1,0,50,2015-04-01,Richmond Roustabouts,8,San Bernardino Stalkers,21
Jack,Kennedy,33,11,1,1,68,2015-04-08,Richmond Roustabouts,18,Tacoma Touchdown-Scorers,17
Jack,Kennedy,34,9,1,1,59,2015-04-15,Richmond Roustabouts,12,Glendale Centers,31
Jack,Kennedy,38,10,1,0,65,2015-04-22,Richmond Roustabouts,10,Des Moines Desperadoes,44
Jack,Kennedy,37,10,1,0,55,2015-04-29,Richmond Roustabouts,6,Augusta Autocrats,44
Jack,Kennedy,29,7,1,1,38,2015-05-06,Richmond Roustabouts,16,Grand Rapids Gamers,10
Sam,Grant,9,2,1,0,13,2015-05-06,Richmond Roustabouts,16,Grand Rapids Gamers,10
Jack,Kennedy,35,9,1,0,47,2015-05-13,Richmond Roustabouts,12,Huntington Beach Harriers,28
Jack,Kennedy,30,8,1,1,52,2015-05-20,Richmond Roustabouts,14,Mobile Misfits,38
Jack,Kennedy,36,15,1,0,87,2015-05-27,Richmond Roustabouts,8,Boise Bearcats,17
Jack,Kennedy,31,10,1,1,68,2015-06-03,Richmond Roustabouts,19,Modesto Misanthropes,0
Jack,Kennedy,25,10,1,1,49,2015-06-10,Richmond Roustabouts,15,Fremont Firebugs,28
Sam,Grant,5,1,1,1,5,2015-06-10,Richmond Roustabouts,15,Fremont Firebugs,28
Jack,Kennedy,25,6,1,0,30,2015-06-17,Richmond Roustabouts,10,Montgomery Music,14
Sam,Grant,1,0,1,0,0,2015-06-17,Richmond Roustabouts,10,Montgomery Music,14
Jack,Kennedy,22,7,1,0,46,2015-06-24,Richmond Roustabouts,6,Spokane Stallions,17
Sam,Grant,7,2,1,0,13,2015-06-24,Richmond Roustabouts,6,Spokane Stallions,17
Lyndon,Johnson,28,19,0,4,340,2015-03-18,Yonkers Yellowjackets,36,Shreveport Seamen,41
Herbert,Hoover,7,3,0,1,29,2015-03-18,Yonkers Yellowjackets,36,Shreveport Seamen,41
Lyndon,Johnson,23,18,0,5,305,2015-03-25,Yonkers Yellowjackets,47,San Bernardino Stalkers,24
Herbert,Hoover,4,1,0,1,11,2015-03-25,Yonkers Yellowjackets,47,San Bernardino Stalkers,24
Lyndon,Johnson,28,19,0,5,322,2015-04-01,Yonkers Yellowjackets,45,Tacoma Touchdown-Scorers,44
Lyndon,Johnson,24,16,0,5,300,2015-04-08,Yonkers Yellowjackets,46,Glendale Centers,38
Herbert,Hoover,3,1,0,0,10,2015-04-08,Yonkers Yellowjackets,46,Glendale Centers,38
Lyndon,Johnson,26,17,0,5,317,2015-04-15,Yonkers Yellowjackets,35,Des Moines Desperadoes,41
Lyndon,Johnson,32,24,0,6,445,2015-04-22,Yonkers Yellowjackets,53,Augusta Autocrats,14
Lyndon,Johnson,36,29,0,7,547,2015-04-29,Yonkers Yellowjackets,59,Grand Rapids Gamers,13
Lyndon,Johnson,35,27,0,6,432,2015-05-06,Yonkers Yellowjackets,50,Huntington Beach Harriers,21
Lyndon,Johnson,32,22,0,5,341,2015-05-13,Yonkers Yellowjackets,43,Mobile Misfits,14
Lyndon,Johnson,37,25,0,6,414,2015-05-20,Yonkers Yellowjackets,46,Boise Bearcats,30
Lyndon,Johnson,37,25,0,6,404,2015-05-27,Yonkers Yellowjackets,51,Modesto Misanthropes,0
Lyndon,Johnson,33,22,0,5,298,2015-06-03,Yonkers Yellowjackets,45,Fremont Firebugs,6
Lyndon,Johnson,30,22,0,5,342,2015-06-10,Yonkers Yellowjackets,38,Montgomery Music,7
Lyndon,Johnson,30,20,0,4,361,2015-06-17,Yonkers Yellowjackets,36,Spokane Stallions,21
Herbert,Hoover,7,3,0,1,29,2015-06-17,Yonkers Yellowjackets,36,Spokane Stallions,21
Lyndon,Johnson,21,14,0,2,197,2015-06-24,Yonkers Yellowjackets,25,Richmond Roustabouts,14
Herbert,Hoover,9,5,0,1,47,2015-06-24,Yonkers Yellowjackets,25,Richmond Roustabouts,14
Cal,Coolidge,25,8,1,1,44,2015-03-18,Shreveport Seamen,18,San Bernardino Stalkers,31
Cal,Coolidge,28,10,1,0,50,2015-03-25,Shreveport Seamen,11,Tacoma Touchdown-Scorers,30
Cal,Coolidge,32,8,1,0,55,2015-04-01,Shreveport Seamen,8,Glendale Centers,37
Jim,Buchanan,2,1,0,1,14,2015-04-01,Shreveport Seamen,8,Glendale Centers,37
Cal,Coolidge,23,7,1,0,48,2015-04-08,Shreveport Seamen,9,Des Moines Desperadoes,20
Jim,Buchanan,4,2,0,1,23,2015-04-08,Shreveport Seamen,9,Des Moines Desperadoes,20
Cal,Coolidge,28,7,1,1,49,2015-04-15,Shreveport Seamen,8,Augusta Autocrats,21
Cal,Coolidge,20,5,1,1,35,2015-04-22,Shreveport Seamen,8,Grand Rapids Gamers,6
Jim,Buchanan,10,6,0,0,76,2015-04-22,Shreveport Seamen,8,Grand Rapids Gamers,6
Cal,Coolidge,28,11,1,0,62,2015-04-29,Shreveport Seamen,4,Huntington Beach Harriers,30
Cal,Coolidge,36,10,1,0,65,2015-05-06,Shreveport Seamen,6,Mobile Misfits,14
Cal,Coolidge,19,6,1,1,39,2015-05-13,Shreveport Seamen,14,Boise Bearcats,27
Jim,Buchanan,11,7,0,1,90,2015-05-13,Shreveport Seamen,14,Boise Bearcats,27
Cal,Coolidge,27,9,1,1,59,2015-05-20,Shreveport Seamen,18,Modesto Misanthropes,20
Jim,Buchanan,9,5,0,1,72,2015-05-20,Shreveport Seamen,18,Modesto Misanthropes,20
Cal,Coolidge,39,14,1,0,94,2015-05-27,Shreveport Seamen,3,Fremont Firebugs,23
Cal,Coolidge,35,14,1,0,85,2015-06-03,Shreveport Seamen,1,Montgomery Music,3
Cal,Coolidge,25,9,1,1,48,2015-06-10,Shreveport Seamen,13,Spokane Stallions,14
Jim,Buchanan,1,0,0,0,0,2015-06-10,Shreveport Seamen,13,Spokane Stallions,14
Cal,Coolidge,25,8,1,0,50,2015-06-17,Shreveport Seamen,3,Richmond Roustabouts,21
Jim,Buchanan,4,2,0,0,29,2015-06-17,Shreveport Seamen,3,Richmond Roustabouts,21
Cal,Coolidge,29,9,1,1,63,2015-06-24,Shreveport Seamen,13,Yonkers Yellowjackets,16
Franklin,Roosevelt,26,18,0,4,283,2015-03-18,San Bernardino Stalkers,35,Tacoma Touchdown-Scorers,6
William,McKinley,10,2,1,1,12,2015-03-18,San Bernardino Stalkers,35,Tacoma Touchdown-Scorers,6
Franklin,Roosevelt,34,29,0,7,560,2015-03-25,San Bernardino Stalkers,52,Glendale Centers,14
Franklin,Roosevelt,22,16,0,4,237,2015-04-01,San Bernardino Stalkers,33,Des Moines Desperadoes,7
William,McKinley,10,2,1,0,10,2015-04-01,San Bernardino Stalkers,33,Des Moines Desperadoes,7
Franklin,Roosevelt,28,23,0,5,333,2015-04-08,San Bernardino Stalkers,39,Augusta Autocrats,9
Franklin,Roosevelt,25,17,0,4,323,2015-04-15,San Bernardino Stalkers,34,Grand Rapids Gamers,41
Franklin,Roosevelt,23,17,0,5,313,2015-04-22,San Bernardino Stalkers,46,Huntington Beach Harriers,38
William,McKinley,1,0,1,0,0,2015-04-22,San Bernardino Stalkers,46,Huntington Beach Harriers,38
Franklin,Roosevelt,26,21,0,5,346,2015-04-29,San Bernardino Stalkers,47,Mobile Misfits,37
William,McKinley,11,3,1,0,16,2015-04-29,San Bernardino Stalkers,47,Mobile Misfits,37
Franklin,Roosevelt,30,23,0,5,418,2015-05-06,San Bernardino Stalkers,37,Boise Bearcats,35
Franklin,Roosevelt,36,30,0,6,477,2015-05-13,San Bernardino Stalkers,47,Modesto Misanthropes,23
Franklin,Roosevelt,36,29,0,5,405,2015-05-20,San Bernardino Stalkers,35,Fremont Firebugs,38
William,McKinley,2,0,1,0,0,2015-05-20,San Bernardino Stalkers,35,Fremont Firebugs,38
Franklin,Roosevelt,25,21,0,5,403,2015-05-27,San Bernardino Stalkers,36,Montgomery Music,34
Franklin,Roosevelt,29,23,0,5,428,2015-06-03,San Bernardino Stalkers,41,Spokane Stallions,28
William,McKinley,5,1,1,0,4,2015-06-03,San Bernardino Stalkers,41,Spokane Stallions,28
Franklin,Roosevelt,39,29,0,7,506,2015-06-10,San Bernardino Stalkers,52,Richmond Roustabouts,17
Franklin,Roosevelt,26,17,0,4,262,2015-06-17,San Bernardino Stalkers,35,Yonkers Yellowjackets,3
Franklin,Roosevelt,30,22,0,5,426,2015-06-24,San Bernardino Stalkers,45,Shreveport Seamen,3
Tom,Jefferson,29,15,0,2,129,2015-03-18,Tacoma Touchdown-Scorers,23,Glendale Centers,0
Harry,Truman,4,1,1,1,5,2015-03-18,Tacoma Touchdown-Scorers,23,Glendale Centers,0
Tom,Jefferson,33,16,0,2,150,2015-03-25,Tacoma Touchdown-Scorers,17,Des Moines Desperadoes,35
Tom,Jefferson,23,10,0,0,98,2015-04-01,Tacoma Touchdown-Scorers,7,Augusta Autocrats,0
Harry,Truman,2,0,1,0,0,2015-04-01,Tacoma Touchdown-Scorers,7,Augusta Autocrats,0
Tom,Jefferson,38,18,0,1,164,2015-04-08,Tacoma Touchdown-Scorers,13,Grand Rapids Gamers,28
Tom,Jefferson,38,16,0,1,157,2015-04-15,Tacoma Touchdown-Scorers,12,Huntington Beach Harriers,7
Tom,Jefferson,27,11,0,0,114,2015-04-22,Tacoma Touchdown-Scorers,7,Mobile Misfits,38
Harry,Truman,9,3,1,1,22,2015-04-22,Tacoma Touchdown-Scorers,7,Mobile Misfits,38
Tom,Jefferson,17,8,0,1,75,2015-04-29,Tacoma Touchdown-Scorers,11,Boise Bearcats,23
Harry,Truman,10,3,1,0,16,2015-04-29,Tacoma Touchdown-Scorers,11,Boise Bearcats,23
Tom,Jefferson,26,13,0,2,135,2015-05-06,Tacoma Touchdown-Scorers,14,Modesto Misanthropes,13
Tom,Jefferson,34,17,0,1,171,2015-05-13,Tacoma Touchdown-Scorers,14,Fremont Firebugs,23
Harry,Truman,4,1,1,0,7,2015-05-13,Tacoma Touchdown-Scorers,14,Fremont Firebugs,23
Tom,Jefferson,31,15,0,2,128,2015-05-20,Tacoma Touchdown-Scorers,24,Montgomery Music,17
Harry,Truman,3,0,1,0,0,2015-05-20,Tacoma Touchdown-Scorers,24,Montgomery Music,17
Tom,Jefferson,37,16,0,1,152,2015-05-27,Tacoma Touchdown-Scorers,7,Spokane Stallions,20
Tom,Jefferson,30,16,0,1,130,2015-06-03,Tacoma Touchdown-Scorers,16,Richmond Roustabouts,28
Tom,Jefferson,33,18,0,1,171,2015-06-10,Tacoma Touchdown-Scorers,10,Yonkers Yellowjackets,28
Tom,Jefferson,35,19,0,2,162,2015-06-17,Tacoma Touchdown-Scorers,26,Shreveport Seamen,34
Tom,Jefferson,37,16,0,2,175,2015-06-24,Tacoma Touchdown-Scorers,15,San Bernardino Stalkers,16
John,Tyler,29,12,1,1,64,2015-03-18,Glendale Centers,11,Des Moines Desperadoes,44
John,Tyler,27,9,1,1,64,2015-03-25,Glendale Centers,15,Augusta Autocrats,23
John,Tyler,27,9,1,1,59,2015-04-01,Glendale Centers,19,Grand Rapids Gamers,21
John,Tyler,21,8,1,0,42,2015-04-08,Glendale Centers,16,Huntington Beach Harriers,6
Andrew,Johnson,7,4,0,1,61,2015-04-08,Glendale Centers,16,Huntington Beach Harriers,6
John,Tyler,26,7,1,0,38,2015-04-15,Glendale Centers,10,Mobile Misfits,44
John,Tyler,28,9,1,1,46,2015-04-22,Glendale Centers,21,Boise Bearcats,10
Andrew,Johnson,5,3,0,1,39,2015-04-22,Glendale Centers,21,Boise Bearcats,10
John,Tyler,34,15,1,0,97,2015-04-29,Glendale Centers,3,Modesto Misanthropes,27
John,Tyler,35,14,1,1,90,2015-05-06,Glendale Centers,19,Fremont Firebugs,28
John,Tyler,34,8,1,0,54,2015-05-13,Glendale Centers,1,Montgomery Music,24
John,Tyler,17,4,1,1,24,2015-05-20,Glendale Centers,26,Spokane Stallions,31
Andrew,Johnson,10,7,0,1,96,2015-05-20,Glendale Centers,26,Spokane Stallions,31
John,Tyler,32,9,1,1,60,2015-05-27,Glendale Centers,7,Richmond Roustabouts,28
John,Tyler,29,12,1,1,80,2015-06-03,Glendale Centers,20,Yonkers Yellowjackets,30
Andrew,Johnson,8,6,0,1,82,2015-06-03,Glendale Centers,20,Yonkers Yellowjackets,30
John,Tyler,36,10,1,0,56,2015-06-10,Glendale Centers,12,Shreveport Seamen,44
John,Tyler,31,10,1,0,61,2015-06-17,Glendale Centers,7,San Bernardino Stalkers,31
John,Tyler,25,9,1,0,60,2015-06-24,Glendale Centers,11,Tacoma Touchdown-Scorers,24
Andrew,Johnson,2,1,0,1,16,2015-06-24,Glendale Centers,11,Tacoma Touchdown-Scorers,24
Andy,Jackson,31,19,0,3,277,2015-03-18,Des Moines Desperadoes,21,Augusta Autocrats,3
Big Bill,Taft,1,0,1,0,0,2015-03-18,Des Moines Desperadoes,21,Augusta Autocrats,3
Andy,Jackson,28,16,0,3,191,2015-03-25,Des Moines Desperadoes,30,Grand Rapids Gamers,30
Big Bill,Taft,3,0,1,0,0,2015-03-25,Des Moines Desperadoes,30,Grand Rapids Gamers,30
Andy,Jackson,36,26,0,3,290,2015-04-01,Des Moines Desperadoes,23,Huntington Beach Harriers,38
Andy,Jackson,32,17,0,2,223,2015-04-08,Des Moines Desperadoes,15,Mobile Misfits,30
Andy,Jackson,24,15,0,1,180,2015-04-15,Des Moines Desperadoes,22,Boise Bearcats,38
Big Bill,Taft,13,5,1,1,26,2015-04-15,Des Moines Desperadoes,22,Boise Bearcats,38
Andy,Jackson,28,19,0,3,222,2015-04-22,Des Moines Desperadoes,22,Modesto Misanthropes,3
Big Bill,Taft,4,1,1,0,4,2015-04-22,Des Moines Desperadoes,22,Modesto Misanthropes,3
Andy,Jackson,31,22,0,2,256,2015-04-29,Des Moines Desperadoes,16,Fremont Firebugs,20
Andy,Jackson,38,23,0,4,323,2015-05-06,Des Moines Desperadoes,34,Montgomery Music,6
Andy,Jackson,27,19,0,3,285,2015-05-13,Des Moines Desperadoes,23,Spokane Stallions,23
Andy,Jackson,25,13,0,2,187,2015-05-20,Des Moines Desperadoes,17,Richmond Roustabouts,24
Andy,Jackson,31,19,0,3,213,2015-05-27,Des Moines Desperadoes,28,Yonkers Yellowjackets,20
Andy,Jackson,30,16,0,2,171,2015-06-03,Des Moines Desperadoes,15,Shreveport Seamen,28
Andy,Jackson,25,16,0,3,232,2015-06-10,Des Moines Desperadoes,21,San Bernardino Stalkers,30
Andy,Jackson,29,17,0,2,211,2015-06-17,Des Moines Desperadoes,24,Tacoma Touchdown-Scorers,44
Andy,Jackson,35,20,0,2,267,2015-06-24,Des Moines Desperadoes,22,Glendale Centers,35
Quinn,Adams,25,19,0,5,301,2015-03-18,Augusta Autocrats,50,Grand Rapids Gamers,24
Dutch,Reagan,9,3,1,1,21,2015-03-18,Augusta Autocrats,50,Grand Rapids Gamers,24
Quinn,Adams,29,20,0,5,365,2015-03-25,Augusta Autocrats,45,Huntington Beach Harriers,20
Quinn,Adams,30,25,0,6,469,2015-04-01,Augusta Autocrats,43,Mobile Misfits,24
Quinn,Adams,16,12,0,3,185,2015-04-08,Augusta Autocrats,26,Boise Bearcats,16
Dutch,Reagan,8,2,1,0,14,2015-04-08,Augusta Autocrats,26,Boise Bearcats,16
Quinn,Adams,30,22,0,5,336,2015-04-15,Augusta Autocrats,36,Modesto Misanthropes,20
Quinn,Adams,35,29,0,8,536,2015-04-22,Augusta Autocrats,64,Fremont Firebugs,38
Quinn,Adams,25,20,0,4,320,2015-04-29,Augusta Autocrats,32,Montgomery Music,35
Quinn,Adams,39,28,0,5,392,2015-05-06,Augusta Autocrats,41,Spokane Stallions,13
Quinn,Adams,17,14,0,2,207,2015-05-13,Augusta Autocrats,27,Richmond Roustabouts,13
Dutch,Reagan,8,3,1,1,20,2015-05-13,Augusta Autocrats,27,Richmond Roustabouts,13
Quinn,Adams,26,21,0,6,392,2015-05-20,Augusta Autocrats,55,Yonkers Yellowjackets,34
Dutch,Reagan,6,2,1,1,14,2015-05-20,Augusta Autocrats,55,Yonkers Yellowjackets,34
Quinn,Adams,23,19,0,5,335,2015-05-27,Augusta Autocrats,54,Shreveport Seamen,14
Dutch,Reagan,13,5,1,1,32,2015-05-27,Augusta Autocrats,54,Shreveport Seamen,14
Quinn,Adams,34,26,0,5,411,2015-06-03,Augusta Autocrats,46,San Bernardino Stalkers,31
Quinn,Adams,18,14,0,4,217,2015-06-10,Augusta Autocrats,40,Tacoma Touchdown-Scorers,31
Dutch,Reagan,10,3,1,0,19,2015-06-10,Augusta Autocrats,40,Tacoma Touchdown-Scorers,31
Quinn,Adams,29,23,0,5,355,2015-06-17,Augusta Autocrats,41,Glendale Centers,14
Quinn,Adams,31,26,0,5,372,2015-06-24,Augusta Autocrats,41,Des Moines Desperadoes,35
Dutch,Reagan,3,1,1,0,7,2015-06-24,Augusta Autocrats,41,Des Moines Desperadoes,35
John,Adams,27,8,1,1,49,2015-03-18,Grand Rapids Gamers,14,Huntington Beach Harriers,31
George,Washington,2,0,1,0,0,2015-03-18,Grand Rapids Gamers,14,Huntington Beach Harriers,31
John,Adams,39,10,1,0,60,2015-03-25,Grand Rapids Gamers,9,Mobile Misfits,10
John,Adams,37,15,1,1,105,2015-04-01,Grand Rapids Gamers,16,Boise Bearcats,14
John,Adams,24,10,1,0,63,2015-04-08,Grand Rapids Gamers,4,Modesto Misanthropes,21
George,Washington,1,0,1,0,0,2015-04-08,Grand Rapids Gamers,4,Modesto Misanthropes,21
John,Adams,20,6,1,0,34,2015-04-15,Grand Rapids Gamers,10,Fremont Firebugs,31
George,Washington,11,3,1,1,15,2015-04-15,Grand Rapids Gamers,10,Fremont Firebugs,31
John,Adams,32,11,1,0,57,2015-04-22,Grand Rapids Gamers,12,Montgomery Music,37
John,Adams,35,12,1,0,69,2015-04-29,Grand Rapids Gamers,3,Spokane Stallions,6
John,Adams,32,13,1,0,86,2015-05-06,Grand Rapids Gamers,12,Richmond Roustabouts,27
George,Washington,4,0,1,0,0,2015-05-06,Grand Rapids Gamers,12,Richmond Roustabouts,27
John,Adams,32,11,1,0,60,2015-05-13,Grand Rapids Gamers,0,Yonkers Yellowjackets,30
John,Adams,17,7,1,0,46,2015-05-20,Grand Rapids Gamers,7,Shreveport Seamen,37
George,Washington,8,1,1,0,4,2015-05-20,Grand Rapids Gamers,7,Shreveport Seamen,37
John,Adams,35,10,1,1,55,2015-05-27,Grand Rapids Gamers,11,San Bernardino Stalkers,9
George,Washington,1,0,1,0,0,2015-05-27,Grand Rapids Gamers,11,San Bernardino Stalkers,9
John,Adams,38,10,1,0,54,2015-06-03,Grand Rapids Gamers,10,Tacoma Touchdown-Scorers,7
John,Adams,27,9,1,0,51,2015-06-10,Grand Rapids Gamers,8,Glendale Centers,34
John,Adams,25,7,1,1,47,2015-06-17,Grand Rapids Gamers,24,Des Moines Desperadoes,31
George,Washington,8,2,1,1,10,2015-06-17,Grand Rapids Gamers,24,Des Moines Desperadoes,31
John,Adams,33,13,1,0,78,2015-06-24,Grand Rapids Gamers,7,Augusta Autocrats,17
George,Washington,2,0,1,0,0,2015-06-24,Grand Rapids Gamers,7,Augusta Autocrats,17
Tom,Wilson,31,16,0,2,158,2015-03-18,Huntington Beach Harriers,23,Mobile Misfits,30
Tom,Wilson,26,16,0,2,161,2015-03-25,Huntington Beach Harriers,22,Boise Bearcats,21
Tom,Wilson,37,20,0,2,212,2015-04-01,Huntington Beach Harriers,24,Modesto Misanthropes,6
Tom,Wilson,33,19,0,2,213,2015-04-08,Huntington Beach Harriers,21,Fremont Firebugs,31
Zach,Taylor,3,1,1,0,5,2015-04-08,Huntington Beach Harriers,21,Fremont Firebugs,31
Tom,Wilson,34,17,0,1,186,2015-04-15,Huntington Beach Harriers,12,Montgomery Music,30
Tom,Wilson,39,18,0,1,171,2015-04-22,Huntington Beach Harriers,7,Spokane Stallions,24
Tom,Wilson,27,13,0,2,141,2015-04-29,Huntington Beach Harriers,22,Richmond Roustabouts,23
Zach,Taylor,4,1,1,0,6,2015-04-29,Huntington Beach Harriers,22,Richmond Roustabouts,23
Tom,Wilson,33,16,0,2,164,2015-05-06,Huntington Beach Harriers,15,Yonkers Yellowjackets,16
Tom,Wilson,34,16,0,2,153,2015-05-13,Huntington Beach Harriers,17,Shreveport Seamen,0
Zach,Taylor,1,0,1,0,0,2015-05-13,Huntington Beach Harriers,17,Shreveport Seamen,0
Tom,Wilson,28,17,0,2,215,2015-05-20,Huntington Beach Harriers,24,San Bernardino Stalkers,24
Tom,Wilson,30,17,0,1,202,2015-05-27,Huntington Beach Harriers,14,Tacoma Touchdown-Scorers,14
Tom,Wilson,34,17,0,1,178,2015-06-03,Huntington Beach Harriers,7,Glendale Centers,35
Tom,Wilson,35,21,0,2,252,2015-06-10,Huntington Beach Harriers,17,Des Moines Desperadoes,21
Tom,Wilson,28,16,0,2,172,2015-06-17,Huntington Beach Harriers,25,Augusta Autocrats,7
Zach,Taylor,7,2,1,0,13,2015-06-17,Huntington Beach Harriers,25,Augusta Autocrats,7
Tom,Wilson,29,17,0,1,206,2015-06-24,Huntington Beach Harriers,7,Grand Rapids Gamers,44
Barry,Obama,34,25,0,4,352,2015-03-18,Mobile Misfits,40,Boise Bearcats,0
Barry,Obama,32,24,0,6,395,2015-03-25,Mobile Misfits,44,Modesto Misanthropes,3
Barry,Obama,37,27,0,6,449,2015-04-01,Mobile Misfits,44,Fremont Firebugs,16
